sentence,word,POS
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,ליצור,VERB
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,מן_,ADP
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,_הם,PRON
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,בגד,NOUN
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,על,ADP
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,מנת,ADP
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,ש,SCONJ
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,ניתן,AUX
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,יהיה,AUX
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,ללבוש,VERB
צריך לתפור בדים וליצור מהם בגד על מנת שניתן יהיה ללבוש אותם,את_,ADP
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,ניתן,AUX
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,לתבל,VERB
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,את,ADP
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,ה,DET
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,אוכל,NOUN
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,כדי,ADP
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,ש,SCONJ
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,יהיה,AUX
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,טעים,ADJ
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,יותר,ADV
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,לאכול,VERB
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,את_,ADP
ניתן לתבל את האוכל כדי שיהיה טעים יותר לאכול אותו,_הוא,PRON
ניתן לשייף דבר מה כדי להחליק אותו,ניתן,AUX
ניתן לשייף דבר מה כדי להחליק אותו,לשייף,VERB
ניתן לשייף דבר מה כדי להחליק אותו,דבר,NOUN
ניתן לשייף דבר מה כדי להחליק אותו,מה,ADV
ניתן לשייף דבר מה כדי להחליק אותו,כדי,ADP
ניתן לשייף דבר מה כדי להחליק אותו,להחליק,VERB
ניתן לשייף דבר מה כדי להחליק אותו,את_,ADP
ניתן לשייף דבר מה כדי להחליק אותו,_הוא,PRON
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,צריך,AUX
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,לכוון,VERB
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,את,ADP
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,כלי,NOUN
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,ה,DET
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,נגינה,NOUN
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,על,ADP
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,מנת,ADP
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,ש,SCONJ
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,ניתן,AUX
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,יהיה,AUX
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,לנגן,VERB
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,ב_,ADP
צריך לכוון את כלי הנגינה על מנת שניתן יהיה לנגן בו,_הוא,PRON
מי שהתפאר למעשה פיאר את עצמו,מי,ADV
מי שהתפאר למעשה פיאר את עצמו,ש,SCONJ
מי שהתפאר למעשה פיאר את עצמו,התפאר,VERB
מי שהתפאר למעשה פיאר את עצמו,למעשה,ADV
מי שהתפאר למעשה פיאר את עצמו,פיאר,VERB
מי שהתפאר למעשה פיאר את עצמו,את,ADP
מי שהתפאר למעשה פיאר את עצמו,עצמו,PRON
מי שהתעטף למעשה עטף את עצמו,מי,ADV
מי שהתעטף למעשה עטף את עצמו,ש,SCONJ
מי שהתעטף למעשה עטף את עצמו,התעטף,VERB
מי שהתעטף למעשה עטף את עצמו,למעשה,ADV
מי שהתעטף למעשה עטף את עצמו,עטף,VERB
מי שהתעטף למעשה עטף את עצמו,את,ADP
מי שהתעטף למעשה עטף את עצמו,עצמו,PRON
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,מי,ADV
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,ש,SCONJ
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,התכתב,VERB
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,ל,ADP
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,מעשה,NOUN
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,כתב,VERB
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,כדי,ADP
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,לתקשר,VERB
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,עם,ADP
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,אדם,NOUN
מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,אחר,ADJ
לאחר שאדם השתלט על משהו הוא שלט עליו,לאחר,ADP
לאחר שאדם השתלט על משהו הוא שלט עליו,ש,SCONJ
לאחר שאדם השתלט על משהו הוא שלט עליו,אדם,NOUN
לאחר שאדם השתלט על משהו הוא שלט עליו,השתלט,VERB
לאחר שאדם השתלט על משהו הוא שלט עליו,על,ADP
לאחר שאדם השתלט על משהו הוא שלט עליו,משהו,NOUN
לאחר שאדם השתלט על משהו הוא שלט עליו,הוא,PRON
לאחר שאדם השתלט על משהו הוא שלט עליו,שלט,VERB
לאחר שאדם השתלט על משהו הוא שלט עליו,על_,ADP
לאחר שאדם השתלט על משהו הוא שלט עליו,_הוא,PRON
מי שהצטחק למעשה צחק,מי,ADV
מי שהצטחק למעשה צחק,ש,SCONJ
מי שהצטחק למעשה צחק,הצטחק,VERB
מי שהצטחק למעשה צחק,למעשה,ADV
מי שהצטחק למעשה צחק,צחק,VERB
מי שזמם תכנן לעשות משהו רע,מי,ADV
מי שזמם תכנן לעשות משהו רע,ש,SCONJ
מי שזמם תכנן לעשות משהו רע,זם_,NOUN
מי שזמם תכנן לעשות משהו רע,_של_,ADP
מי שזמם תכנן לעשות משהו רע,_הם,PRON
מי שזמם תכנן לעשות משהו רע,תכנן,VERB
מי שזמם תכנן לעשות משהו רע,לעשות,VERB
מי שזמם תכנן לעשות משהו רע,משהו,NOUN
מי שזמם תכנן לעשות משהו רע,רע,ADJ
מי שבדה סיפר דבר שלא היה,מי,ADV
מי שבדה סיפר דבר שלא היה,ש,SCONJ
מי שבדה סיפר דבר שלא היה,בד_,NOUN
מי שבדה סיפר דבר שלא היה,_היא,PRON
מי שבדה סיפר דבר שלא היה,סיפר,VERB
מי שבדה סיפר דבר שלא היה,דבר,NOUN
מי שבדה סיפר דבר שלא היה,לא,ADV
מי שבדה סיפר דבר שלא היה,היה,AUX
מי שעולל עשה משהו רע,מי,ADV
מי שעולל עשה משהו רע,ש,SCONJ
מי שעולל עשה משהו רע,עולל,PROPN
מי שעולל עשה משהו רע,עשה,VERB
מי שעולל עשה משהו רע,משהו,NOUN
מי שעולל עשה משהו רע,רע,ADJ
פגע הוא מי שהעליב אדם אחר,פגע,NOUN
פגע הוא מי שהעליב אדם אחר,הוא,AUX
פגע הוא מי שהעליב אדם אחר,מי,ADV
פגע הוא מי שהעליב אדם אחר,ש,SCONJ
פגע הוא מי שהעליב אדם אחר,ה,DET
פגע הוא מי שהעליב אדם אחר,עליב,VERB
פגע הוא מי שהעליב אדם אחר,אדם,NOUN
פגע הוא מי שהעליב אדם אחר,אחר,ADJ
מי שטפל האשים אחר בדבר שאינו אשם,מי,ADV
מי שטפל האשים אחר בדבר שאינו אשם,ש,SCONJ
מי שטפל האשים אחר בדבר שאינו אשם,טפל,VERB
מי שטפל האשים אחר בדבר שאינו אשם,ה,DET
מי שטפל האשים אחר בדבר שאינו אשם,אשים,NOUN
מי שטפל האשים אחר בדבר שאינו אשם,אחר,ADJ
מי שטפל האשים אחר בדבר שאינו אשם,ב,ADP
מי שטפל האשים אחר בדבר שאינו אשם,דבר,NOUN
מי שטפל האשים אחר בדבר שאינו אשם,אינו,AUX
מי שטפל האשים אחר בדבר שאינו אשם,אשם,ADJ
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,סקרן,ADJ
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,הוא,AUX
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,מי,ADV
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,ש,SCONJ
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,רוצה,VERB
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,לקבל,VERB
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,כמה,DET
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,יותר,ADV
סקרן הוא מי שרוצה לקבל כמה שיותר מידע,מידע,NOUN
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,דעה_,NOUN
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,_של_,ADP
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,_הן,PRON
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,הוא,AUX
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,מי,ADV
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,ש,SCONJ
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,יש,VERB
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,ל_,ADP
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,_הוא,PRON
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,הרבה,DET
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,עמדות,NOUN
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,ב,ADP
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,נושאים,NOUN
דעתן הוא מי שיש לו הרבה עמדות בנושאים שונים,שונים,ADJ
בזבזן הוא מי שמוציא הרבה כסף,ב,ADP
בזבזן הוא מי שמוציא הרבה כסף,זבזן,NOUN
בזבזן הוא מי שמוציא הרבה כסף,הוא,PRON
בזבזן הוא מי שמוציא הרבה כסף,מי,ADV
בזבזן הוא מי שמוציא הרבה כסף,ש,SCONJ
בזבזן הוא מי שמוציא הרבה כסף,מוציא,VERB
בזבזן הוא מי שמוציא הרבה כסף,הרבה,DET
בזבזן הוא מי שמוציא הרבה כסף,כסף,NOUN
חמדן הוא מי שיש לו תאווה לדבר מסוים,חמדן,PROPN
חמדן הוא מי שיש לו תאווה לדבר מסוים,הוא,AUX
חמדן הוא מי שיש לו תאווה לדבר מסוים,מי,ADV
חמדן הוא מי שיש לו תאווה לדבר מסוים,ש,SCONJ
חמדן הוא מי שיש לו תאווה לדבר מסוים,יש,VERB
חמדן הוא מי שיש לו תאווה לדבר מסוים,ל_,ADP
חמדן הוא מי שיש לו תאווה לדבר מסוים,_הוא,PRON
חמדן הוא מי שיש לו תאווה לדבר מסוים,תאווה,NOUN
חמדן הוא מי שיש לו תאווה לדבר מסוים,ל,ADP
חמדן הוא מי שיש לו תאווה לדבר מסוים,דבר,NOUN
חמדן הוא מי שיש לו תאווה לדבר מסוים,מסוים,ADJ
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,שאפתן,NOUN
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,הוא,AUX
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,מי,ADV
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,ש,SCONJ
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,רוצה,VERB
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,להגיע,VERB
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,ל,ADP
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,כמה,DET
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,יותר,ADV
שאפתן הוא מי שרוצה להגיע לכמה שיותר הישגים,הישגים,NOUN
לחלופין היא מילה המציינת כי קיימת חלופה,ל,ADP
לחלופין היא מילה המציינת כי קיימת חלופה,חלופין,NOUN
לחלופין היא מילה המציינת כי קיימת חלופה,היא,PRON
לחלופין היא מילה המציינת כי קיימת חלופה,מילה,NOUN
לחלופין היא מילה המציינת כי קיימת חלופה,ה,SCONJ
לחלופין היא מילה המציינת כי קיימת חלופה,מציינת,VERB
לחלופין היא מילה המציינת כי קיימת חלופה,כי,SCONJ
לחלופין היא מילה המציינת כי קיימת חלופה,קיימת,ADJ
לחלופין היא מילה המציינת כי קיימת חלופה,חלופה,NOUN
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,מ,ADP
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,אידך,X
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,היא,PRON
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,מילה,NOUN
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,ה,SCONJ
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,מציינת,VERB
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,ניגוד,NOUN
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,ו,CCONJ
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,חיזוק,NOUN
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,הוא,AUX
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,הפיכת,NOUN
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,דבר,NOUN
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,ל,ADP
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,חזק,ADJ
מאידך היא מילה המציינת ניגוד וחיזוק הוא הפיכת דבר לחזק יותר,יותר,ADV
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,מדוע,ADV
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,היא,AUX
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,מילת,NOUN
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,שאלה,NOUN
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,ש,SCONJ
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,מטרה_,NOUN
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,_של_,ADP
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,_היא,PRON
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,לקבל,VERB
מדוע היא מילת שאלה שמטרתה היא לקבל מענה,מענה,NOUN
ניחא היא מילה המשמשת להבעת הסכמה,ניחא,NOUN
ניחא היא מילה המשמשת להבעת הסכמה,היא,AUX
ניחא היא מילה המשמשת להבעת הסכמה,מילה,NOUN
ניחא היא מילה המשמשת להבעת הסכמה,ה,SCONJ
ניחא היא מילה המשמשת להבעת הסכמה,משמשת,VERB
ניחא היא מילה המשמשת להבעת הסכמה,ל,ADP
ניחא היא מילה המשמשת להבעת הסכמה,הבעת,NOUN
ניחא היא מילה המשמשת להבעת הסכמה,הסכמה,NOUN
ובלבד היא מילה המציינת כי קיים תנאי,ו,CCONJ
ובלבד היא מילה המציינת כי קיים תנאי,בלבד,ADV
ובלבד היא מילה המציינת כי קיים תנאי,היא,AUX
ובלבד היא מילה המציינת כי קיים תנאי,מ,NOUN
ובלבד היא מילה המציינת כי קיים תנאי,ילה,NOUN
ובלבד היא מילה המציינת כי קיים תנאי,ה,SCONJ
ובלבד היא מילה המציינת כי קיים תנאי,מציינת,VERB
ובלבד היא מילה המציינת כי קיים תנאי,כי,SCONJ
ובלבד היא מילה המציינת כי קיים תנאי,קיים,ADJ
ובלבד היא מילה המציינת כי קיים תנאי,תנאי,NOUN
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,מי,ADV
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,ש,SCONJ
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,הטיל,VERB
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,עוגן,NOUN
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,הוא,AUX
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,מנע,VERB
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,מ,ADP
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,ה,DET
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,זולת,NOUN
מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,להפליג,VERB
מי שפקק הוא מי שמנע מהזולת למזוג,מי,ADV
מי שפקק הוא מי שמנע מהזולת למזוג,שפקק,VERB
מי שפקק הוא מי שמנע מהזולת למזוג,הוא,AUX
מי שפקק הוא מי שמנע מהזולת למזוג,ש,SCONJ
מי שפקק הוא מי שמנע מהזולת למזוג,מנע,VERB
מי שפקק הוא מי שמנע מהזולת למזוג,מ,ADP
מי שפקק הוא מי שמנע מהזולת למזוג,ה,DET
מי שפקק הוא מי שמנע מהזולת למזוג,זולת,NOUN
מי שפקק הוא מי שמנע מהזולת למזוג,ל,ADP
מי שפקק הוא מי שמנע מהזולת למזוג,ה_,DET
מי שפקק הוא מי שמנע מהזולת למזוג,מזוג,NOUN
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),מי,ADV
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),ש,SCONJ
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),שילם,VERB
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),הוא,AUX
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),ה,DET
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),זולת,NOUN
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),גבה,VERB
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),מן_,ADP
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),_הוא,PRON
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),(,PUNCT
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),או,CCONJ
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),ב,ADP
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),יחס,NOUN
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),הפוך,ADJ
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),:,PUNCT
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),לגבות,VERB
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),היא,AUX
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),פעולה,NOUN
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),עקבה_,NOUN
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),_של_,ADP
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),_היא,PRON
מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),),PUNCT
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,מי,ADV
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,ש,SCONJ
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,מחק,VERB
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,ב,ADP
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,יטל,NOUN
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,דבר,NOUN
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,מה,ADV
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,אשר,SCONJ
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,ה,DET
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,זולת,NOUN
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,כתב,VERB
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,הוא,AUX
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,לא,ADV
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,מנע,VERB
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,מן_,ADP
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,_הוא,PRON
מי שמחק ביטל דבר מה אשר הזולת כתב הוא לא מנע ממנו לכתוב,לכתוב,VERB
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,מי,ADV
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,ש,SCONJ
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,שיקר,VERB
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,גרם,VERB
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,ל,ADP
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,ה_,DET
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,זולת,NOUN
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,להאמין,VERB
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,ב,ADP
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,דבר,NOUN
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,מה,ADV
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,אינו,AUX
מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,אמת,NOUN
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,מסחטה,NOUN
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,משמשת,VERB
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,כדי,ADP
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,להפיק,VERB
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,דבר,NOUN
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,מה,ADV
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,ש,SCONJ
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,מאוחסן,VERB
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,ב,ADP
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,ה_,DET
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,קנקן,NOUN
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,(,PUNCT
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,מיץ,NOUN
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,),PUNCT
מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,.,PUNCT
מי שהכביר מילים דיבר בפירוט ובאריכות,מי,ADV
מי שהכביר מילים דיבר בפירוט ובאריכות,ש,SCONJ
מי שהכביר מילים דיבר בפירוט ובאריכות,הכביר,VERB
מי שהכביר מילים דיבר בפירוט ובאריכות,מילים,NOUN
מי שהכביר מילים דיבר בפירוט ובאריכות,דיבר,VERB
מי שהכביר מילים דיבר בפירוט ובאריכות,ב,ADP
מי שהכביר מילים דיבר בפירוט ובאריכות,פירוט,NOUN
מי שהכביר מילים דיבר בפירוט ובאריכות,ו,CCONJ
מי שהכביר מילים דיבר בפירוט ובאריכות,אריכות,NOUN
מי שכיתת רגליים הלך דרך ארוכה,מי,ADV
מי שכיתת רגליים הלך דרך ארוכה,שכיתת,VERB
מי שכיתת רגליים הלך דרך ארוכה,רגליים,NOUN
מי שכיתת רגליים הלך דרך ארוכה,הלך,VERB
מי שכיתת רגליים הלך דרך ארוכה,דרך,NOUN
מי שכיתת רגליים הלך דרך ארוכה,ארוכה,ADJ
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,מי,ADV
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,ש,SCONJ
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,השתקע,VERB
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,קבע,VERB
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,את,ADP
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,מקום,NOUN
מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב,מגורים_,NOUN
