sentence,word,phrases,yap_pos,trankit_pos,POS
מסילת רכבת נועדה כדי להוביל רכבות,מסילת רכבת,0,[],[],UNDEFINED
מסילת רכבת נועדה כדי להוביל רכבות,רכבות,0,['NN'],['NOUN'],NOUN
נמשך זה ההפך מנדחף,נמשך,0,['NN'],['VERB'],NOUN
נמשך זה ההפך מנדחף,נדחף,0,['NNP'],['VERB'],NOUN
יומן הינו ספר שבו כותבים הערות לגבי פגישות,יומן,0,['NN'],['NOUN'],NOUN
יומן הינו ספר שבו כותבים הערות לגבי פגישות,פגישות,0,['NN'],['NOUN'],NOUN
להביט היא פעולה של שליחת מבט,מבט,0,['NN'],['NOUN'],NOUN
להביט היא פעולה של שליחת מבט,להביט,0,['VB'],['VERB'],VERB
מורט עצבים הוא מה שמפר שלווה,מורט עצבים,1,[],[],PHRASE
מורט עצבים הוא מה שמפר שלווה,שלווה,0,['JJ'],['NOUN'],ADJECTIVE
אדם ענו (צנוע) הוא אדם שאינו נוהג לשבח את עצמו,ענָו,0,[],[],UNDEFINED
אדם ענו (צנוע) הוא אדם שאינו נוהג לשבח את עצמו,לשבח,0,['VB'],['VERB'],VERB
שנת ישרים היא שינה שקטה ללא הפרעות,שנת ישרים,1,[],[],PHRASE
שנת ישרים היא שינה שקטה ללא הפרעות,שינה,0,['NN'],['NOUN'],NOUN
דרוך הוא מי שמוכן לפעולה,דרוך,0,['JJ'],['NOUN'],ADJECTIVE
דרוך הוא מי שמוכן לפעולה,מוכן,0,['VB'],['AUX'],VERB
לקחת פירושו לקבל משהו באופן אקטיבי,לקחת,0,['VB'],['VERB'],VERB
לקחת פירושו לקבל משהו באופן אקטיבי,לקבל,0,[],['VERB'],VERB
,מסתיר,0,[],[],UNDEFINED
,חשיפה,0,[],[],UNDEFINED
שוועה היא קריאה לעזרה בעת מצוקה.,שוועה,0,['NN'],['NOUN'],NOUN
שוועה היא קריאה לעזרה בעת מצוקה.,מצוקה,0,['NNP'],['NOUN'],NOUN
מלון הוא מקום שבו ניתן לשכור חדר,מלון,0,['NN'],['NOUN'],NOUN
מלון הוא מקום שבו ניתן לשכור חדר,חדר,0,['NN'],['NOUN'],NOUN
מתווך הוא מקצועו של אדם אשר תפקידו להפגיש אנשים לצורך ביצוע של עסקה,מתווך,0,['NN'],['NOUN'],NOUN
מתווך הוא מקצועו של אדם אשר תפקידו להפגיש אנשים לצורך ביצוע של עסקה,עסקה,0,['NN'],['NOUN'],NOUN
מי שסינן ייתכן שעשה זאת באמצעות מסננת,סינן,0,['VB'],['VERB'],VERB
מי שסינן ייתכן שעשה זאת באמצעות מסננת,מסננת,0,['NN'],['NOUN'],NOUN
שלכת היא נשירה של עלים,שלכת,0,['NN'],['NOUN'],NOUN
שלכת היא נשירה של עלים,נשירה,0,['NN'],['NOUN'],NOUN
בעזרת נול ניתן לייצר אריג,נול,0,['NN'],['NOUN'],NOUN
בעזרת נול ניתן לייצר אריג,אריג,0,['NN'],['NOUN'],NOUN
לוהט הוא דבר חם מאוד קר הוא ההפך מחם,לוהט,0,['JJT'],['ADJ'],ADJECTIVE
לוהט הוא דבר חם מאוד קר הוא ההפך מחם,קר,0,['JJ'],['ADJ'],ADJECTIVE
,יגֵעַ,0,[],[],UNDEFINED
,לכתת רגליים,1,[],[],PHRASE
צנחן קופץ מתוך מטוס כדי לבצע את עבודתו,צנחן,0,['NN'],['NOUN'],NOUN
צנחן קופץ מתוך מטוס כדי לבצע את עבודתו,מטוס,0,['NN'],['NOUN'],NOUN
למחוק דבר מה זה להסיר אותו מהדף כך שלא יהיה ניתן לראותו,למחוק,0,['VB'],['VERB'],VERB
למחוק דבר מה זה להסיר אותו מהדף כך שלא יהיה ניתן לראותו,דף,0,['NN'],['NOUN'],NOUN
מי שהתרצה (נענה לבקשה) הפסיק לסרב,התרצה,0,['VB'],['VERB'],VERB
מי שהתרצה (נענה לבקשה) הפסיק לסרב,לסרב,0,['VB'],['VERB'],VERB
דבר שנעשה כלאחר יד הוא דבר שנעשה ללא תשומת לב,כלאחר יד,1,[],[],PHRASE
דבר שנעשה כלאחר יד הוא דבר שנעשה ללא תשומת לב,תשומת לב,1,[],['NOUN'],PHRASE
הלין הוא מי שאמר קובלנה,הלין,0,[],[],UNDEFINED
הלין הוא מי שאמר קובלנה,קובלנה,0,['NN'],['PROPN'],NOUN
מענה נותן פתרון לשאלה,שאלה,0,['NN'],['NOUN'],NOUN
מענה נותן פתרון לשאלה,מענה,0,['NN'],['NOUN'],NOUN
לשער משמע לחשוב כי דבר מה נכון או עשוי להתקיים אך לא בוודאות. לדעת זה כאשר הדבר נכון בוודאות,לדעת,0,[],[],UNDEFINED
לשער משמע לחשוב כי דבר מה נכון או עשוי להתקיים אך לא בוודאות. לדעת זה כאשר הדבר נכון בוודאות,לשער,0,[],['VERB'],VERB
אסיה היא יבשת,אסיה,0,['NNP'],['PROPN'],NOUN
אסיה היא יבשת,יבשת,0,['NNT'],['NOUN'],NOUN
מי שמספר סימן עצמים לפי מספרים מספר,מִסְפֵּר,0,[],[],UNDEFINED
מי שמספר סימן עצמים לפי מספרים מספר,מִסְפָּר,0,[],[],UNDEFINED
דבר בוהק יכול לגרום ליצור כלשהו להיות מסונוור,בוהק,0,['JJ'],['ADJ'],ADJECTIVE
דבר בוהק יכול לגרום ליצור כלשהו להיות מסונוור,מסונוור,0,['NNP'],['ADJ'],NOUN
כדי לעבד זכוכית יש לנפח אותה,זכוכית,0,['NN'],['NOUN'],NOUN
כדי לעבד זכוכית יש לנפח אותה,לנפח,0,['VB'],['VERB'],VERB
שייט הוא מי שמשיט סירה ומכוון אותה בעזרת משוט,שייט,0,['NN'],['PROPN'],NOUN
שייט הוא מי שמשיט סירה ומכוון אותה בעזרת משוט,משוט,0,['NN'],['VERB'],NOUN
דבר רב-תכליתי הוא דבר שניתן להשתמש בו בכמה דרכים,רב-תכליתי,0,['NN'],[],NOUN
דבר רב-תכליתי הוא דבר שניתן להשתמש בו בכמה דרכים,להשתמש,0,['VB'],['VERB'],VERB
מסור הוא כלי שנועד לביצוע פעולה אחת (ניסור) ופטיש הוא כלי שנועד לביצוע פעולה אחרת (נעיצת מסמרים),פטיש,0,['NN'],['NOUN'],NOUN
מסור הוא כלי שנועד לביצוע פעולה אחת (ניסור) ופטיש הוא כלי שנועד לביצוע פעולה אחרת (נעיצת מסמרים),מסור,0,['NN'],['NOUN'],NOUN
לחגוג זה לקיים את החג,לחגוג,0,['VB'],['VERB'],VERB
לחגוג זה לקיים את החג,חג,0,"['VB', 'NN']","['VERB', 'NOUN']",OTHER
שלג דאשתקד הוא כינוי לדבר שאינו מעניין,שלג דאשתקד,1,[],[],PHRASE
שלג דאשתקד הוא כינוי לדבר שאינו מעניין,מעניין,0,['JJ'],['VERB'],ADJECTIVE
היה קשה יותר למי שהניף משהו ככל שהדבר הזה היה כבד יותר,הניף,0,['VB'],['VERB'],VERB
היה קשה יותר למי שהניף משהו ככל שהדבר הזה היה כבד יותר,כבד,0,['JJ'],['ADJ'],ADJECTIVE
מי שידו לא הייתה משגת לא רכש כי לא הייתה לו היכולת,לא הייתה לו יד בדבר,1,[],[],PHRASE
מי שידו לא הייתה משגת לא רכש כי לא הייתה לו היכולת,השתתף,0,[],[],UNDEFINED
את אשר נאמר לתוך מיקרופון ניתן לשמוע באמצעות הרמקול,מיקרופון,0,['NN'],['NOUN'],NOUN
את אשר נאמר לתוך מיקרופון ניתן לשמוע באמצעות הרמקול,רמקול,0,['NN'],['NOUN'],NOUN
יכול הוא מי שיש לו יכולת לעשות דבר מה,יכול,0,"['MD', 'NN']","['AUX', 'NOUN']",OTHER
יכול הוא מי שיש לו יכולת לעשות דבר מה,יכולת,0,['NN'],['NOUN'],NOUN
חיסון מונע ממישהו להיעשות חולה,חיסון,0,['NN'],['NOUN'],NOUN
חיסון מונע ממישהו להיעשות חולה,חולה,0,['JJ'],['VERB'],ADJECTIVE
מי שפרע שילם את החוב שלו לנושים,פרע,0,['VB'],['VERB'],VERB
מי שפרע שילם את החוב שלו לנושים,נושים,0,['NN'],['NOUN'],NOUN
,לגדוד,0,[],[],UNDEFINED
,תמר,0,[],[],UNDEFINED
הקדמה היא הפרק הראשון בספר,הקדמה,0,[],[],UNDEFINED
הקדמה היא הפרק הראשון בספר,פרק,0,['NN'],['NOUN'],NOUN
נאלם הוא מי שדיבר בעבר והפסיק,נאלם,0,['VB'],['VERB'],VERB
נאלם הוא מי שדיבר בעבר והפסיק,דיבר,0,['VB'],['VERB'],VERB
אם דבר מה עורר את חמתו של מישהו הוא הסיבה לכך שאותו אדם קצף (כעס),עורר את חמתו,1,[],[],PHRASE
אם דבר מה עורר את חמתו של מישהו הוא הסיבה לכך שאותו אדם קצף (כעס),קָצף,0,[],[],UNDEFINED
שני יום (ימים) הם יומיים,יום,0,['NNT'],['NOUN'],NOUN
שני יום (ימים) הם יומיים,יומיים,0,['NN'],['NOUN'],NOUN
גיבב ירושו אסף דברים לערימה,ערֵמה,0,[],[],UNDEFINED
גיבב ירושו אסף דברים לערימה,גיבב,0,['VB'],['NOUN'],VERB
ציווה זה פקד על מישהו שכפוף לו,ציווה,0,['VB'],['NOUN'],VERB
ציווה זה פקד על מישהו שכפוף לו,כפוף,0,['BN'],['VERB'],VERB
מי שהעלה דבר מה במעלית העביר אותו למקום גבוה יותר,מעלית,0,['NN'],['NOUN'],NOUN
מי שהעלה דבר מה במעלית העביר אותו למקום גבוה יותר,העלה,0,['VB'],['VERB'],VERB
תחזית היא תוצר עבודתו של החזאי,חזאי,0,['NN'],['NOUN'],NOUN
תחזית היא תוצר עבודתו של החזאי,תחזית,0,['NN'],['NOUN'],NOUN
התחרשות היא איבוד השמיעה,התחרשות,0,['NN'],[],NOUN
התחרשות היא איבוד השמיעה,שמיעה,0,['NN'],['NOUN'],NOUN
מי שהסית למעשה שכנע לביצוע של מעשה רע,הסית,0,['VB'],['VERB'],VERB
מי שהסית למעשה שכנע לביצוע של מעשה רע,שכנע,0,['VB'],['VERB'],VERB
הן באמצעות מעלית (אמצעי חשמלי) והן באמצעות מדרגות (אמצעי לא חשמלי) ניתן לעבור בין קומות או בין מפלסים,מדרגות,0,['NNT'],['NOUN'],NOUN
הן באמצעות מעלית (אמצעי חשמלי) והן באמצעות מדרגות (אמצעי לא חשמלי) ניתן לעבור בין קומות או בין מפלסים,מעלית,0,['NNT'],['NOUN'],NOUN
ניתן לרקום על דבר מה רקמה אך אין צורך בפעולה מתווכת,לרקום,0,['VB'],['VERB'],VERB
ניתן לרקום על דבר מה רקמה אך אין צורך בפעולה מתווכת,רקמה,0,['NN'],['VERB'],NOUN
מי שקוצף על מישהו כועס עליו מאוד.,קוצף,0,['BN'],['VERB'],VERB
מי שקוצף על מישהו כועס עליו מאוד.,כועס,0,['BN'],['VERB'],VERB
ניתן להכפיל במספר שלוש,שלוש,0,['CD'],['NUM'],OTHER
ניתן להכפיל במספר שלוש,להכפיל,0,['VB'],['VERB'],VERB
כהרף עין זה בפרק זמן קצר,כהרף עין,1,[],[],PHRASE
כהרף עין זה בפרק זמן קצר,זמן,0,['NN'],['NOUN'],NOUN
התמתן הוא מי שפחתה בו מידת הקיצוניות,התמתן,0,['VB'],[],VERB
התמתן הוא מי שפחתה בו מידת הקיצוניות,קיצוניות,0,['NN'],['NOUN'],NOUN
דבר מה מכווץ הוא דבר שהקטינו לו את הנפח,מכוּוץ,0,[],[],UNDEFINED
דבר מה מכווץ הוא דבר שהקטינו לו את הנפח,נפח,0,['NN'],['NOUN'],NOUN
דבר ספוג הוא דבר שיש בו נוזל,נוזל,0,['NN'],['NOUN'],NOUN
דבר ספוג הוא דבר שיש בו נוזל,סָפוּג,0,[],[],UNDEFINED
שלו הוא מי שנרגע,שלו,0,[],[],UNDEFINED
שלו הוא מי שנרגע,נרגע,0,['VB'],['VERB'],VERB
,הפליאה מכותיה,0,[],[],UNDEFINED
,חבּורה,0,[],[],UNDEFINED
תרגם פירושו אמר את פירושו של דבר מה בשפה אחרת ולצורך כך ניתן להיעזר במילון,תרגם,0,['VB'],['NOUN'],VERB
תרגם פירושו אמר את פירושו של דבר מה בשפה אחרת ולצורך כך ניתן להיעזר במילון,מילון,0,['NN'],['NOUN'],NOUN
אם הוא קפץ את ידו זה אומר שהוא לא נתן למישהו לקבל ממנו דבר מה,יושב בחיבוק ידיים,1,[],[],PHRASE
אם הוא קפץ את ידו זה אומר שהוא לא נתן למישהו לקבל ממנו דבר מה,לפעול,0,[],[],UNDEFINED
שובך הוא המקום בו מתגוררת היונה,שובך,0,['NNP'],['NOUN'],NOUN
שובך הוא המקום בו מתגוררת היונה,יונה,0,['NN'],['NOUN'],NOUN
שכיח הוא ההפך מנדיר,שכיח,0,['NN'],[],NOUN
שכיח הוא ההפך מנדיר,נדיר,0,['JJ'],['ADJ'],ADJECTIVE
מקור פרנסתו של הדייג הוא הים. יש לשים לב כי הים אינו מספק לדייג חומר גלם אלא את התוצר הסופי אותו הוא מוכר,דייג,0,"['NN', 'NNT']",['NOUN'],NOUN
מקור פרנסתו של הדייג הוא הים. יש לשים לב כי הים אינו מספק לדייג חומר גלם אלא את התוצר הסופי אותו הוא מוכר,ים,0,"['NN', 'VB', 'NN']",['NOUN'],NOUN
ארכני פירושו ארוך מדי,ארוך,0,['JJ'],['ADJ'],ADJECTIVE
ארכני פירושו ארוך מדי,ארכני,0,['JJ'],['PROPN'],ADJECTIVE
,נחיל,0,[],[],UNDEFINED
,עקיצה,0,[],[],UNDEFINED
ניסר הוא מי שחתך עצים בנגרייה,ניסר,0,['VB'],['PROPN'],VERB
ניסר הוא מי שחתך עצים בנגרייה,נגרייה,0,['NN'],['NOUN'],NOUN
דו-שיח הוא החלפת אמירות בין אנשים,דו-שיח,0,['NNP'],[],NOUN
דו-שיח הוא החלפת אמירות בין אנשים,אמירה,0,[],[],UNDEFINED
לקח הוא מי שהעביר דבר מה לעצמו ואילו קיבל הוא מי שניתן לו דבר מה,לקח,0,['NN'],['NOUN'],NOUN
לקח הוא מי שהעביר דבר מה לעצמו ואילו קיבל הוא מי שניתן לו דבר מה,קיבל,0,['VB'],['VERB'],VERB
,ציר,0,[],[],UNDEFINED
,דלת,0,[],[],UNDEFINED
,פלג,0,[],[],UNDEFINED
,נחל,0,[],[],UNDEFINED
צמחוני הוא מי שמתנזר מבשר,צמחוני,0,['JJ'],['ADJ'],ADJECTIVE
צמחוני הוא מי שמתנזר מבשר,בשר,0,['BN'],['NOUN'],NOUN
מבוא נמצא בתחילת הכתוב והסיכום בסופו אך לא קיים ביניהם תהליך של התפתחות,מבוא,0,['NN'],[],NOUN
מבוא נמצא בתחילת הכתוב והסיכום בסופו אך לא קיים ביניהם תהליך של התפתחות,סיכום,0,['NN'],['NOUN'],NOUN
,לעלוז,0,[],[],UNDEFINED
,שָׂמַח,0,[],[],UNDEFINED
,התמכרות,0,[],[],UNDEFINED
,תלות,0,[],[],UNDEFINED
אדם המעוניין להתפרנס למעשה רוצה למצוא עבודה שממנה יכול להרוויח כסף,עבודה,0,['NN'],['NOUN'],NOUN
אדם המעוניין להתפרנס למעשה רוצה למצוא עבודה שממנה יכול להרוויח כסף,להתפרנס,0,['VB'],['VERB'],VERB
צמד מתאר שניים (השניים יכולים להיות דברים אנשים וכו') שקיים ביניהם קשר כלשהו,צמד,0,['NN'],['NOUN'],NOUN
צמד מתאר שניים (השניים יכולים להיות דברים אנשים וכו') שקיים ביניהם קשר כלשהו,שניים,0,"['CD', 'NN']",['NUM'],OTHER
דבר שנגלה לעיניי הוא דבר שאני יכול לראות,נגלה לעיניי,1,[],[],PHRASE
דבר שנגלה לעיניי הוא דבר שאני יכול לראות,לראות,0,['VB'],['VERB'],VERB
מי שמתאפיין במקוריות לא נוטה לחקות,לחקות,0,['VB'],['VERB'],VERB
מי שמתאפיין במקוריות לא נוטה לחקות,מקוריות,0,['JJ'],['NOUN'],ADJECTIVE
צעדה היא הליכה המונית ומאורגנת של מספר אנשים יחד. צעד (ים) רבים מהווים הליכה,צעדה,0,['NN'],['NOUN'],NOUN
צעדה היא הליכה המונית ומאורגנת של מספר אנשים יחד. צעד (ים) רבים מהווים הליכה,צעד,0,"['NN', 'VB']",['NOUN'],NOUN
קשה לחמוק ממישהו זריז,זריז,0,['JJ'],['ADJ'],ADJECTIVE
קשה לחמוק ממישהו זריז,לחמוק,0,['VB'],['VERB'],VERB
לאסור היא פעולה שמטרתה לגרום לאחר להיות נמנע. לחילופין נמנע הוא מי שנעתר למי שפעולתו הייתה לאסור,לאסור,0,['VB'],['VERB'],VERB
לאסור היא פעולה שמטרתה לגרום לאחר להיות נמנע. לחילופין נמנע הוא מי שנעתר למי שפעולתו הייתה לאסור,נמנע,0,"['NNP', 'VB']",['ADJ'],ADJECTIVE
דבר בלתי ראוי הוא דבר שלא רבים ירצו לבחור בו,לבחור,0,['VB'],['VERB'],VERB
דבר בלתי ראוי הוא דבר שלא רבים ירצו לבחור בו,בלתי ראוי,1,[],[],PHRASE
היום נגמר בשעת שקיעה,שקיעה,0,['NN'],['NOUN'],NOUN
היום נגמר בשעת שקיעה,יום,0,['RB'],['NOUN'],NOUN
אדם שבעט הוא אדם שהיכה בסוג מסוים של מכה (בעיטה),היכה,0,['VB'],['VERB'],VERB
אדם שבעט הוא אדם שהיכה בסוג מסוים של מכה (בעיטה),בעט,0,['VB'],['VERB'],VERB
על מנת לתחום שטח כלשהו ניתן להשתמש בגדר,לתחום,0,['VB'],[],VERB
על מנת לתחום שטח כלשהו ניתן להשתמש בגדר,גדר,0,['NN'],['NOUN'],NOUN
מי שלפת ביצע את הפעולה של לאחוז בכוח,לאחוז,0,[],['VERB'],VERB
מי שלפת ביצע את הפעולה של לאחוז בכוח,לָפת,0,[],[],UNDEFINED
זחוח הוא אדם שאינו מתנהג בענווה,זחוח,0,['JJT'],['PROPN'],ADJECTIVE
זחוח הוא אדם שאינו מתנהג בענווה,ענווה,0,['NN'],['NOUN'],NOUN
מטוס נוסע על מסלול לפני ההמראה,מסלול,0,['NN'],['NOUN'],NOUN
מטוס נוסע על מסלול לפני ההמראה,מטוס,0,['NN'],['NOUN'],NOUN
הלהיב הוא מי שביצע על אחר פעולה של שלהוב,הלהיב,0,['VB'],[],VERB
הלהיב הוא מי שביצע על אחר פעולה של שלהוב,שלהוב,0,['NN'],['NOUN'],NOUN
אפוטרופוס הוא מי שאחראי על אדם אחר,אפוטרופוס,0,['NN'],['NOUN'],NOUN
אפוטרופוס הוא מי שאחראי על אדם אחר,אחראי,0,['JJ'],['ADJ'],ADJECTIVE
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,להקפיא,0,['VB'],['VERB'],VERB
להקפיא זו הפעולה שמבצעים לשם הכנת גלידה,גלידה,0,['NN'],[],NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),כריכה,0,['NN'],['NOUN'],NOUN
דפים בספר מחוברים לכריכה (החלק החיצוני של הספר),דפים,0,['NN'],['NOUN'],NOUN
דבר מנופה הוא דבר שהועבר דרך נפה,מנופה,0,['NN'],[],NOUN
דבר מנופה הוא דבר שהועבר דרך נפה,נפה,0,['NN'],['NOUN'],NOUN
כדי שעיפרון יעבוד היטב עליו להיות מחודד,עיפרון,0,['NN'],['NOUN'],NOUN
כדי שעיפרון יעבוד היטב עליו להיות מחודד,מחודד,0,['BN'],['ADJ'],ADJECTIVE
מי ששגה עשה דבר מה לא נכון,שגה,0,['VB'],['PROPN'],VERB
מי ששגה עשה דבר מה לא נכון,נכון,0,['JJ'],['ADJ'],ADJECTIVE
מי שמרוצה אינו נוטה להגיש תלונה,מרוצה,0,['BN'],['VERB'],VERB
מי שמרוצה אינו נוטה להגיש תלונה,תלונה,0,['NN'],['NOUN'],NOUN
קדרה היא תוצר עבודתו של הקדר,קדר,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
קדרה היא תוצר עבודתו של הקדר,קדרה,0,['NN'],[],NOUN
מאסף הוא מי שנמצא בסופו של טור,מאסף,0,['JJ'],['PROPN'],ADJECTIVE
מאסף הוא מי שנמצא בסופו של טור,טור,0,['NN'],['NOUN'],NOUN
מערכה היא חלק מהמחזה,מחזה,0,['NN'],['NOUN'],NOUN
מערכה היא חלק מהמחזה,מערכה,0,['NN'],[],NOUN
במופע יש סדרנים אך המופע לא מורכב ממספר סדרנים,מופע,0,"['NN', 'NN']",['NOUN'],NOUN
במופע יש סדרנים אך המופע לא מורכב ממספר סדרנים,סדרן,0,[],[],UNDEFINED
הצגה מועלית בתיאטרון,תאטרון,0,[],[],UNDEFINED
הצגה מועלית בתיאטרון,הצגה,0,['NN'],['NOUN'],NOUN
מפורט הוא דבר מה המאופיין בפרטים רבים ומגוונים,מפורט,0,['BN'],['VERB'],VERB
מפורט הוא דבר מה המאופיין בפרטים רבים ומגוונים,פרט,0,['NN'],['NOUN'],NOUN
אדם שהכמין (החביא הסתיר) דבר מה גרם לו להיות נסתר,נסתר,0,['VB'],['ADJ'],VERB
אדם שהכמין (החביא הסתיר) דבר מה גרם לו להיות נסתר,הכמין,0,['VB'],['VERB'],VERB
הקשיב הוא מי שביצע את הפעולה להסכית (מילים נרדפות),הקשיב,0,['VB'],[],VERB
הקשיב הוא מי שביצע את הפעולה להסכית (מילים נרדפות),להסכית,0,['VB'],[],VERB
אמתלה היא תירוץ. לתרץ זה להשתמש באמתלה,אמתלה,0,"['NN', 'NN']",['PROPN'],NOUN
אמתלה היא תירוץ. לתרץ זה להשתמש באמתלה,לתרץ,0,['VB'],[],VERB
אחד מסוגי הטעם הוא מתוק,טעם,0,['NN'],['NOUN'],NOUN
אחד מסוגי הטעם הוא מתוק,מתוק,0,['JJ'],['ADJ'],ADJECTIVE
,חטא,0,[],[],UNDEFINED
,נקפו לבו,0,[],[],UNDEFINED
אדם המתאפיין בדאגנות נוטה לחשוש,דאגנות,0,['NN'],['NOUN'],NOUN
אדם המתאפיין בדאגנות נוטה לחשוש,לחשוש,0,['NN'],['VERB'],NOUN
פזיז הוא מי שעושה דבר מה מהר,פזיז,0,['JJT'],['PROPN'],ADJECTIVE
פזיז הוא מי שעושה דבר מה מהר,מהר,0,['RB'],['ADV'],OTHER
תלול הוא תיאור לדבר שקשה להעפיל אליו,תלול,0,['JJT'],['ADJ'],ADJECTIVE
תלול הוא תיאור לדבר שקשה להעפיל אליו,להעפיל,0,['VB'],['VERB'],VERB
מי שמקנא חש קנאה כלפי מישהו אחר,מקנא,0,['BN'],['PROPN'],NOUN
מי שמקנא חש קנאה כלפי מישהו אחר,קנאה,0,['NN'],['NOUN'],NOUN
עצם שגודלו ענק הוא גדול בהרבה מעצם בינוני,בינוני,0,['JJ'],['ADJ'],ADJECTIVE
עצם שגודלו ענק הוא גדול בהרבה מעצם בינוני,ענק,0,['JJ'],['NOUN'],ADJECTIVE
הצטווה הוא מי שאדם אחר ציווה עליו,הצטווה,0,['VB'],['VERB'],VERB
הצטווה הוא מי שאדם אחר ציווה עליו,ציווה,0,['VB'],['VERB'],VERB
פסנתר הוא כלי נגינה בעל קלידים,פסנתר,0,['NN'],['NOUN'],NOUN
פסנתר הוא כלי נגינה בעל קלידים,קלידים,0,['NN'],['NOUN'],NOUN
עקר הוא מי שהוציא שורש מהאדמה (וייתכן כי השתמש בו),עקר,0,['NN'],['VERB'],NOUN
עקר הוא מי שהוציא שורש מהאדמה (וייתכן כי השתמש בו),שורש,0,['NN'],['NOUN'],NOUN
לכפור משמעו לבצע כפירה,לכפור,0,[],['VERB'],VERB
לכפור משמעו לבצע כפירה,כפירה,0,[],['NOUN'],NOUN
בתחנת דלק ממלאים דלק,דלק,0,"['NN', 'NN']",['NOUN'],NOUN
בתחנת דלק ממלאים דלק,תחנת דלק,0,[],[],UNDEFINED
אירוע שאירע מפני שלא ניתן למנוע את התרחשותו הוא אירוע בלתי נמנע,בלתי נמנע,1,[],[],PHRASE
אירוע שאירע מפני שלא ניתן למנוע את התרחשותו הוא אירוע בלתי נמנע,אירע,0,['VB'],['VERB'],VERB
אם מישהו גדול ממנו זה אומר שהגודל שלו רב יותר,גדול ממנו,1,[],[],PHRASE
אם מישהו גדול ממנו זה אומר שהגודל שלו רב יותר,גודל,0,['NN'],['NOUN'],NOUN
מי שהתנדב לקח על עצמו משימה מתוך רצון חופשי וללא תמורה,התנדב,0,['VB'],['VERB'],VERB
מי שהתנדב לקח על עצמו משימה מתוך רצון חופשי וללא תמורה,משימה,0,['NN'],['NOUN'],NOUN
מקורזל הוא תכונתו של שיער מתולתל,מקורזל,0,['JJT'],[],ADJECTIVE
מקורזל הוא תכונתו של שיער מתולתל,שיער,0,['NN'],['NOUN'],NOUN
,מנותץ,0,[],[],UNDEFINED
,שביר,0,[],[],UNDEFINED
אוקיינוס הוא ים גדול שמכיל כמויות רבות של מים,מים,0,['NN'],['NOUN'],NOUN
אוקיינוס הוא ים גדול שמכיל כמויות רבות של מים,אוקיינוס,0,['NN'],['PROPN'],NOUN
יין מייצרים באמצעות דריכה על ענבים,יין,0,['NN'],['NOUN'],NOUN
יין מייצרים באמצעות דריכה על ענבים,דריכה,0,['NN'],['NOUN'],NOUN
פתית היא יחידה אחת של שלג,שלג,0,['NN'],['NOUN'],NOUN
פתית היא יחידה אחת של שלג,פתית,0,['NN'],['NOUN'],NOUN
חשאי ופומבי (גלוי לכל) הן מילים שמשמעותן הפוכה,חשאי,0,['JJ'],['ADJ'],ADJECTIVE
חשאי ופומבי (גלוי לכל) הן מילים שמשמעותן הפוכה,פומבי,0,['JJ'],['ADJ'],ADJECTIVE
קנקן הוא כלי המשמש להגשת משקאות וכוס היא כלי המשמש לשתייה,קנקן,0,['NN'],['PROPN'],NOUN
קנקן הוא כלי המשמש להגשת משקאות וכוס היא כלי המשמש לשתייה,כוס,0,['NN'],['NOUN'],NOUN
ברור הוא דבר שאין צורך להסביר,ברור,0,['JJ'],['ADJ'],ADJECTIVE
ברור הוא דבר שאין צורך להסביר,להסביר,0,['VB'],['VERB'],VERB
"מי ששואל ""לאן?"" עושה זאת על מנת לא לתעות",לאן?,0,"['NNP', 'RB']",['ADV'],OTHER
"מי ששואל ""לאן?"" עושה זאת על מנת לא לתעות",לתעות,0,['VB'],[],VERB
כרכרה היא כלי תחבורה שקדם למכונית,כרכרה,0,['NN'],['PROPN'],NOUN
כרכרה היא כלי תחבורה שקדם למכונית,מכונית,0,['NN'],['NOUN'],NOUN
התלווה הוא מי שהצטרף לאדם אחר בדרכו למקום כלשהו וליווה הוא מי שהלך עם אדם אחר כדי לשמור עליו,התלווה,0,['VB'],[],VERB
התלווה הוא מי שהצטרף לאדם אחר בדרכו למקום כלשהו וליווה הוא מי שהלך עם אדם אחר כדי לשמור עליו,ליווה,0,['VB'],['VERB'],VERB
להבליג פירושו לא להתייחס לעלבון,להבליג,0,['VB'],[],VERB
להבליג פירושו לא להתייחס לעלבון,עלבון,0,['NN'],['NOUN'],NOUN
לסייד זה לצבוע משהו בסיד,לסייד,0,[],[],UNDEFINED
לסייד זה לצבוע משהו בסיד,סיד,0,['NN'],['PROPN'],NOUN
שפה היא תחום מחקרו של הבלשן,בלשן,0,['NN'],['NOUN'],NOUN
שפה היא תחום מחקרו של הבלשן,שפה,0,['NN'],[],NOUN
להתמקצע פירושו לעבור תהליך אשר בסופו העובר אותו נהיה מומחה בתחום בו התמקצע,להתמקצע,0,['VB'],['VERB'],VERB
להתמקצע פירושו לעבור תהליך אשר בסופו העובר אותו נהיה מומחה בתחום בו התמקצע,מומחה,0,['NN'],['NOUN'],NOUN
,מִּצמץ,0,[],[],UNDEFINED
,קרץ,0,[],[],UNDEFINED
מה שנעשה בעליל נעשה באופן מובהק וברור ועל כן ככל הנראה נעשה גם בפועל,בעליל,0,['RB'],['ADV'],OTHER
