year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases
WIN18,b,NITE,4,להעז:מורך לב,מי שמתאפיין במורך לב לא נוטה להעז,להמתין:סבלנות,מי שמתאפיין בסבלנות נוטה להמתין,לחקות:מקוריות,מי שמתאפיין במקוריות לא נוטה לחקות,לפענח:מסתוריות,"מי שמתאפיין במסתוריות, קשה לפענח אותו",לפסול:בררנות,מי שמתאפיין בבררנות נוטה לפסול,2,0,1
WIN18,b,NITE,5,נמזג:נשפך,"המשקה נמזג בכוונה, ונשפך בטעות",נמכר:נקנה,דבר שנמכר על ידי אדם אחד נקנה על ידי אדם אחר,נמשך:נדחף,נמשך זה ההפך מנדחף,נגזר:נקרע,"הבגד נגזר בכוונה, ונקרע בטעות",נסדק:נשבר,נסדק הוא מה שלא נשבר לגמרי,3,0,0
WIN18,b,NITE,6,ילדותי:ילד,ילדותי הוא מי שיש לו אופי של ילד,גורלי:גורל,דבר גורלי קובע את הגורל,טקסי:טקס,טקסי הוא מה שיש לו אופי של טקס,חופשי:חופש,חופשי הוא מי שיש לו חופש,רצוני:רצון,רצוני הוא מה שנעשה עם רצון,2,0,0
FA18,a,NITE,1,עכור:צלילות ,עכור הוא משהו שלא מתאפיין בצלילות,מתון:קיצוניות,מתון הוא משהו שלא מתאפיין בקיצוניות,עמיד:היפגעות,עמיד הוא משהו שחסין בפני היפגעות,עלוב:מסכנות,עלוב הוא משהו שמתאפיין במסכנות,לוהט:חמימות,לוהט הוא משהו שמתאפיין בחמימות יתירה,1,0,0
FA18,a,NITE,2,"מורת רוח:""אוף!""  ","מי שחווה מורת רוח, יקרא ""אוף!"""," ציפייה:""חזיז ורעם!""   ","מי שחווה משהו שמנוגד לציפייה שלו, יקרא ""חזיז ורעם!"""," שמחה:""הידד!""   ","מי שחווה שמחה, יקרא ""הידד!"""," שתיקה:""הס!""  ","מי שרוצה לגרום לשתיקה, יקרא ""הס!"""," אמינות:""בהן צדקי""!   ","מי שרוצה להביע אמינות, יקרא ""בהן צדקי!""",2,0,1
FA18,a,NITE,3,גרם מדרגות:מדרגה,גרם מדרגות מורכב ממדרגה המחוברת למדרגות נוספות,רכס:הר,רכס מורכב מהר המחובר להרים נוספים,מעלית:קומה,מעלית משמשת למעבר מקומה אחת לאחרת,צומת:כביש,צומת הוא נקודת מפגש מכביש אחד לאחר,ריהוט:רהיט,ריהוט הוא נקודת המפגש מכביש אחד לאחר,1,0,1
FA18,a,NITE,4,יורה:מלקוש,"יורה הוא הגשם הראשון, ואילו מלקוש הוא הגשם האחרון",סמטה:שדרה,"סמטה היא רחוב צר, ואילו שדרה היא רחוב רחב",הקדמה:פרק,הקדמה היא הפרק הראשון בספר,מתאבן:קינוח,"מתאבן הוא המנה הראשונה, ואילו קינוח הוא המנה האחרונה",הופעה:הדרן,לאחר ההופעה מגיע הדרן,3,0,0
FA18,a,NITE,5,בגד:גֵּז,בגד מייצרים מהצמר אשר נאסף בגז,שמן:מסיק,שמן מייצרים מהזיתים אשר נאספים במסיק,אלומה:קציר,אלומה היא אוסף שיבולים שנאספות בקציר,יין:דריכה,יין מייצרים באמצעות דריכה על ענבים,דבש:רדייה,הוצאת הדבש מן הכוורת נקראת רדייה,1,1,0
FA18,a,NITE,6,לסייג:הגבלה ,לסייג זה להטיל בגבלה כלשהי,לשקוט:שלווה,לשקוט זה לחוש שלווה,לקטרג:האשמה,לקטרג זה להטיל האשמה כלשהי,לגלות:הדלפה,ניתן לגלות משהו בעקבות הדלפה,לחפוץ:רצון,לחפוץ זה לחוות רצון למשהו,2,0,0
FA18,b,NITE,1,מבליט:ניכר ,מי שמבליט משהו הופך אותו לניכר,מזיז:נייח,מי שמזיז משהו הופך אותו ללא נייח,מרגיש:רגיש,מישהו שמרגיש דברים בעוצמה רבה הוא רגיש,מבַצר:מוגן,מי שמבצר משהו הופך אותו למוגן,מבשל:טעים,מי שמבשל מכין אוכל שיכול להיות טעים,3,0,0
FA18,b,NITE,2,שאיפה:אוויר  ,שאיפה היא הכנסה של אוויר,עיכול:מזון,עיכול הוא תהליך העיבוד של המזון,דיבור:קול,דיבור מבוצע על ידי הוצאה של קול,הרחה:אף,הרחה מתבצעת באמצעות האף,לגימה:מים,לגימה היא הכנסה של מים לגוף,4,0,0
FA18,b,NITE,3,דומה לו:דמיון  ,אם מישהו דומה לו זה אומר שהגודל שלו רב יותר,גדול ממנו:גודל,אם מישהו גדול ממנו זה אומר שהגודל שלו רב יותר,מאחוריו:מיקום,אם מישהו נמצא מאחוריו זה אומר שהמיקום שלו נמצא מאחור ביחס אליו,רחוק ממנו:מרחק,אם מישהו רחוק ממנו זה אומר שיש ביניהם מרחק,שייך לו:שייכות,אם מישהו שייך לו זה אומר שיש לו שייכות אליו,3,0,1
FA18,b,NITE,4,גילח למשעי: גילח,גילח למשעי זה גילח עד שלא נותר מה לגלח,מיצה:ניצֵל,מיצה זה ניצל עד שלא נותר מה לנצל,הדביק:רדף,מישהו הדביק אדם אחר לאחר שרדף אחריו,רפרף:קרא,רפרף זה קרא בלי להתעמק,פקע:מָתח  ,משהו פקע לאחר שמישהו מתח אותו יותר מדי,4,1,1
FA18,b,NITE,5,אסטרונאוט:חללית,אסטרונאוט הוא מי שחי בחללית בתקופת עבודתו,יורד ים:סירה,יורד ים הוא מי שחי בסירה בתקופת עבודתו,צנחן:מטוס,צנחן קופץ מתוך מטוס כדי לבצע את עבודתו,פצוע:אמבולנס,פצוע מועבר לבית החולים על גבי אמבולנס,חקלאי:טרקטור,חקלאי משתמש בטרקטור כדי לבצע את עבודתו,1,0,1
FA18,b,NITE,6,עלה על יצועו:נרדם ,"אדם עלה על יצועו, ולאחר מכן נרדם",שם פעמיו:הגיע,"אדם שם פעמיו, ולאחר מכן הגיע",צד את עינו:הסתכל,"אדם צד את עינו של מישהו אחר, וגרם לכך שהאחר יסתכל עליו",חכך בדעתו:התלבט,מי שחכך בדעתו למעשה התלבט,החיש צעדיו:הלך,מי שהחיש את צעדיו למעשה הלך מהר יותר,1,0,1
SU18,a,NITE,1,יִדֵּעַ:יוֹדֵעַ,יידע הוא מי שנתן לאחר מידע וכך הביא לזה שהוא יודע,חיסן:עמיד,חיסן הוא מי שנתן לאחר חיסון וכך הביא לזה שהוא עמיד,הניף:כבד,"היה קשה יותר למי שהניף משהו, ככל שהדבר הזה היה כבד יותר",הצית:כבוי,מי שהצית דבר מה הפך אותו להפך מכבוי,איחה:שבור,מי שאיחה הפך משהו ללא שבור,1,1,0
SU18,a,NITE,2,הלשין:דִּוַּח,מי שהלשין למעשה דיווח על ביצוע מעשה רע,הסית:שכנע,מי שהסית למעשה שכנע לביצוע של מעשה רע,העביר:הזיז,מי שהעביר משהו למעשה הזיז אותו ממקום אחד לאחר,שִׁעֵר:ניחש,מי ששיער למעשה ניחש,הכעיס:הרגיז,מי שהכעיס אחר למעשה הרגיז אותו,1,1,0
SU18,a,NITE,3,צורף:זהב ,צורך הוא אדם שמעבד זהב לכדי יצירה כלשהי,פסל:שיש,פסל הוא אדם שמעבד שיש לכדי יצירה כלשהי,כורה:פחם,כורה הוא אדם שמוציא פחם מהמכרה,צייר:בד,צייר יוצר את האומנות שלו על גבי בד,מלחין:שיר,מלחין הוא אדם שיוצר מנגינה לשיר,1,0,0
SU18,a,NITE,4,סימפוניה:יצירה מוזיקלית  ,סימפוניה היא סוג של יצירה מוזיקלית,אבטיח:פרי הדר,אבטיח אינו סוג של פרי הדר,פלג:נהר,פלג הוא נחל קטן אשר נשפך לרוב לתוך נהר,רומח:כלי נשק,רומח הוא סוג של כלי נשק,כרכרה:מכונית  ,כרכרה היא כלי תחבורה שקדם למכונית,3,0,1
SU18,a,NITE,5,שבע רצון:סיפוק,שבע רצון הוא אדם שחש סיפוק,זחוח:ענווה,זחוח הוא אדם שאינו מתנהג בענווה,זהיר:סכנה,זהיר הוא אדם שנזהר מסכנה,מנוכר:זרות,מנוכר הוא אדם שחש זרות,אהוד:חיבה,אהוד הוא אדם שאחרים רוחשים כלפיו חיבה,3,0,1
SU18,a,NITE,6,"""שור!"":הביט","""שור!"" (""התבונן!"") הוא ציווי שגרם לכך שמישהו הביט",״גור!״:פחד,"""גור!"" הוא ציווי שגרם לכך שמישהו פחד",״עור!״:נם,"""עור!"" הוא ציווי שנועד עבור מי שנם",״סור!״:סילק,"""סור!"" זה מה שציווה מי שסילק אדם אחר",״תור!״:מצא,"""תור!"" הוא ציווי שגרם לכך שמישהו חיפש משהו, ואולי לבסוף מצא אותו.",1,0,0
SU18,b,NITE,1,אָזלת יד:יכולת ,אזלת יד היא חוסר יכולת,קור רוח:סכנה,קור רוח מאפשר התמודדות טובה עם סכנה,קוצר רוח:סבלנות,קוצר רוח הוא חוסר סבלנות,מורת רוח:תרעומת,מורת רוח היא תרעומת,גסות רוח:התנהגות,גסות רוח היא התנהגות פוגענית,2,1,1
SU18,b,NITE,2,ללחלח:להרטיב  ,ללחלח זה להרטיב בקלות,לקרוע:לאחות,לקרוע ולאחות הם שמות שמתארים פעולות הפוכות,למעוד:להכשיל,אדם עלול למעוד אם מישהו ניסה להכשיל אותו,לטפוח:לחבוט,לטפוח זה לחבוט קלות,לבשל:לאכול,לבשל זה להכין משהו כדי שיהיה ניתן לאכול אותו,3,0,0
SU18,b,NITE,3,התפאר:פיאר  ,מי שהתפאר למעשה פיאר את עצמו,השתלט:שלט,"לאחר שאדם השתלט על משהו, הוא שלט עליו",התכתב:כתב,מי שהתכתב למעשה כתב כדי לתקשר עם אדם אחר,התעטף:עטף,מי שהתעטף למעשה עטף את עצמו,הצטחק:צחק,מי שהצטחק למעשה צחק,3,0,0
SU18,b,NITE,4,בושה:הלבין פניו ,מי שהלבין פניו של אחר גרם לו בושה,עייפות:תש כוחו,מי שתש כוחו חש עייפות,עוני:פשט ידו,מי שפשט ידו ככל הנראה נמצא במצב של עוני,ייאוש:ריפה ידיו,"מי שריפה ידיו של אחר, גרם לו לחוש ייאוש",כעס:כילה זעמו  ,"מי שכילה זעמו על אחר, למעשה הוציא עליו כעס",3,0,1
SU18,b,NITE,5,הנני:נוכחות ,הנני זו מילה שנועדה להפגין נוכחות,ניחא:תמימות דעים,ניחא היא מילה שמצביעה על הסכמה מבלי שבהכרח תתקיים תמימות דעים,אסותא:התעטשות,אסותא היא ברכה שנאמרת לאחר התעטשות,במטותא:סירוב,במטותא זו מילת בקשה שנועדה לפחית את הסיכוי להיתקל מצד אדם אחר,אללי:יגון,אללי זו מילה שנועדה להפגין יגון,4,0,1
SU18,b,NITE,6,מחיר:יקר ,"אם למשהו יש מחיר גבוה, אז הוא יקר",ודאות:ודאִי,"אם יש ודאות לגבי משהו, אז הוא ודאי",טַעם:טעים,"אם למשהו יש טעם טוב, אז הוא טעים",תדירות:תדיר,"אם למשהו יש תדירות גבוהה, אז הוא תדיר",אומץ:אמיץ,"אם למישהו יש אומץ, אז הוא אמיץ",3,1,0
SP18,a,NITE,1,חושך:נר,נר מסייע להפיג חושך,צחנה:מטהר אוויר,מטהר אוויר מסייע להפיג צחנה,פצע:פלסטר,פלסטר נועד לכסות פצע,ציפור:דחליל,דחליל נועד להבריח ציפור,עלייה:מעלית,מעלית מסייעת בעלייה,1,0,0
SP18,a,NITE,2,קמוץ:להיפתח,קמוץ הוא משהו שמסרב להיפתח,מרַתק:להשתעמם,מרתק הוא משהו שקשה להשתעמם ממנו,כבד:להרים,כבד הוא משהו שקשה להרים אותו,מסוכן:להירתע,מסוכן הוא משהו שגורם לאחר להירתע,קיצוני:להתמתן,קיצוני הוא מישהו שמסרב להתמתן,4,0,0
SP18,a,NITE,3,נפוץ:שכיחות,נפוץ מתאר משהו שהשכיחות שלו רבה,מייגע:תשישות,מייגע מתאר משהו שגורם לתשישות,זול:יוקר,זול מתאר משהו שנמכר לא ביוקר,רם:גובה,רם מתאר משהו שהגובה שלו רב,רדוד:עומק,רדוד מתאר משהו שאין לו עומק רב,3,0,0
SP18,a,NITE,4,נשגב מבינתו:להבין,"אם דבר מה נשגב מבינתו, זה אומר שהוא לא יכול להבין אותו",קצרה ידו מלהושיע:להיוושע,"אם קצרה ידו מלהושיע, זה אומר שהוא לא יכול לעזור לאחר להיוושע",אין ידו משגת:לקנות,"אם אין ידו משגת דבר מה, זה אומר שהוא לא יכול לקנות אותו",קפץ את ידו:לקבל,"אם הוא קפץ את ידו, זה אומר שהוא לא נתן למישהו לקבל ממנו דבר מה",יושב בחיבוק ידיים:לפעול,"אם הוא קפץ את ידו, זה אומר שהוא לא נתן למישהו לקבל ממנו דבר מה",2,0,1
SP18,a,NITE,5,כאן:מקום,כאן פירושה במקום הזה,לעיתים:עת,לעתים זה בעתים שונות,לָנצח:נצח,לנצח זה עד הנצח,הפעם:פעם,הפעם פירושה בפעם הזאת,בן רגע:רגע,בן רגע זה תוך רגע אחד,3,1,0
SP18,a,NITE,6,אבנט:אבזם,באמצעות אבזם סוגרים אבנט,פוזמק:נעל,נועלים נעל על גבי פוזמק,עדי:שרשרת,שרשרת היא סוג של עדי,מקטורן:כפתור,באמצעות כפתור סוגרים מקטורן,נזר:ראש,ראש הוא מה שעליו מניחים נזר,3,0,0
SP18,b,NITE,1,שפיותו:הטריף את דעתו,"אם מישהו הטריף את דעתו של אחר, זה אומר שהוא גרם לו לאבד את שפיותו",רצונו:השיב פניו ריקם,"אם מישהו השיב פניו ריקם, זה אומר שהוא לא עשה כרצונו של אותו אדם",אמונו:איחז את עיניו,"אם מישהו איחז את עיניו, זה אומר שהוא בגד באמונו של אותו אדם",תקוותו:השליך עליו יהבו,"אם מישהו השליך עליו יהבו, זה אומר שהוא תלה את תקוותו באותו אדם",כבודו:השפילו עד עפר,"אם מישהו השפילו עד עפר, זה אומר שהוא גרם לו לאבד את כבודו",4,0,1
SP18,b,NITE,2,לֶחם:נקצר,לחם הוא מאכל שנאפה מחיטה שנקצר,שום:נכתש,שום הוא מאכל שנכתש לעתים,בד:נארג,בד הוא חומר שנארג,כרם:נבצר,כרם נבצר כאשר מעוניינים בפירות שעל הגפנים בו,שולחן:נכרת,שולחן הוא רהיט שנבנה מעץ שנכרת,4,0,0
SP18,b,NITE,3,שנאה:שנאת חינם,שנאת חינם היא שנאה ללא סיבה מוצדקת,הכנעה:תבוסה,תבוסה יכולה לבוא בעקבות הכנעה,עבודה:בטלה,בטלה היא הימנעות מעבודה,האשמה:עלילה,עלילה היא האשמה ללא סיבה מוצדקת,תעתוע:אשליה,אשליה היא תעתוע,3,0,0
SP18,b,NITE,4,קטן:קטנטן,קטנטן הוא משהו קטן מאוד,חמוץ:חמצמץ,חמצמץ הוא משהו מעט חמוץ,אפור:אפרפר,אפרפר הוא משהו מעט אפור,יפה:יפהפה,יפהפה הוא משהו יפה מאוד,שמן:שמנמן,שמנמן הוא מישהו מעט שמן,3,0,0
SP18,b,NITE,5,מסתייע:עוזר,"אם אני מסתייע במישהו אחר, אז הוא עוזר לי",מסתייג:מסכים,"אם אני מסתייג ממישהו אחר, אז אני לא מסכים איתו",מתמרד:מורד,"אם אני מתמרד במישהו אחר, אז אני מורד בו",מצטווה:מציית,"אם אני מצטווה על ידי מישהו אחר, אז אני יכול לציית לו",מתרשם:מרשים,"אם אני מתרשם ממישהו אחר, אז הוא מרשים אותי",4,0,0
SP18,b,NITE,6,ליהק:שחקנים,מי שליהק בחר את השחקנים המתאימים,חקר:ראיות,מי שחקר בחן ראיות שונות,פרע:נושים,מי שפרע שילם את החוב שלו לנושים,לימד:תלמידים,מי שלימד העביר ידע לתלמידים,ניסח:מילים,מי שניסח בחר את המילים המתאימות,4,0,0
WIN20,a,NITE,1,הכביר מילים:דיבר,מי שהכביר מילים דיבר בפירוט ובאריכות,פרק עול:המריד,"מי שפרק עול הוא מי שלא ציית לחוקים, מרד, ומי שהמריד גרם לאחרים למרוד",השתקע:נדד,"מי שהשתקע קבע את מקום מגוריו קבע את מגוריו במקום מסוים, ומי שנדד עבר ממקום למקום מבלי להישאר במקום אחד במשך זמן רב",כיתת רגליים:הלך,מי שכיתת רגליים הלך דרך ארוכה,הציץ:הביט,מי שהציץ הביט בדבר מה לזמן קצר,3,0,1
WIN20,a,NITE,2,להעליב:להיעלב,להעליב פירושו לגרום למישהו להיעלב,לצחוק:לשמוח,"לצחוק פירושו לעשות קולות צחוק, בדרך כלל כתוצאה מפעולה שגורמת לאדם לשמוח",לטשטש:להסתיר,"לטשטש פירושו להפוך דבר מה ללא ברור, במטרה להסתיר אותו",למוטט:לקרוס,למוטט פירושו לגרום למשהו לקרוס,לגהץ:להחליק,לגהץ פירושו ליישר ולהחליק בד בעזרת מגהץ חם,3,0,0
WIN20,a,NITE,3,דירה:דיר,"דירה היא מקום המגורים של האדם, דיר הוא מקום המגורים של חיות המשק",אסם:קלשון,"אסם הוא מחסן לאיסוף תבואה, קלשון הוא כלי עבודה חקלאי",מכונית:כרכרה,"מכונית היא כלי תחבורה ממונע, כרכרה היא כלי תחבורה שרתום לסוסים",צלחת:אבוס,"צלחת היא כלי אוכל שממנו האדם אוכל, אבוס הוא כלי אוכל שממנו חיות המשק אוכלות",ברז:שוקת,"ברז הוא התקן שמווסת את הנוזל שיוצא דרכו, שוקת היא מתקן שממנו חיות המשק שותות",3,0,0
WIN20,a,NITE,4,הסתרק:סירק,הסתרק הוא מי שסירק את עצמו,התהלל:הילל,התהלל הוא מי ש הילל את עצמו,התחבק:חיבק,התחבק הוא מי שחיבק אדם אחר,התבשר:בישר,התבשר הוא מי שאדם אחר בישר לו בשורה,התקנא:קינא,התקנא הוא מי שקינא באדם אחר,1,0,0
WIN20,a,NITE,5,בצר:כרם,בצר הוא מי שקטף ענבים שגדלים בכרם,כרה:מכרה,כרה הוא מי שחצב והוציא אבנים שנמצאות במכרה,ניסר:נגרייה,ניסר הוא מי שחתך עצים בנגרייה,משה:מים,משה הוא מי שהוציא דבר מה מן המים,קצר:תבואה,קצר הוא מי שחתך את התבואה בשדה ואסף אותה,1,0,0
WIN20,a,NITE,6,הישג:הישגיות,הישגיות היא השאיפה להגיע להישג חדש ומאתגר יותר בכל פעם,חיוך:חייכנות,חייכנות היא תכונה שמאפיינת אדם שמרבה להעלות חיוך על פניו,עניין:התעניינות,התעניינות היא פעולה שמבטאת הבעת עניין,הרפתקה:הרפתקנות,הרפתקנות היא השאיפה לצאת להרפתקה חדשה ונועזת יותר בכל פעם,תבוסה:תבוסתנות,"תבוסתנות היא חוסר אמונה של אדם ביכולתו לנצח, כלומר אמונה בתבוסה מראש",3,0,0
WIN20,b,NITE,1,מחשבון:חישוב,מחשבון הוא מכשיר שבעזרתו ניתן לבצע בקלות חישוב,נקודה:פיסוק,נקודה היא אחד מסימני הפיסוק,מנוף:הרמה,מנוף הוא מכשיר שבעזרתו ניתן לבצע בקלות הרמה,מחבת:אכילה,מחבת היא כלי שמאפשר להכין דבר מה למטרת אכילה,בגד:לבישה,כיסוי הגוף בבגד הוא לבישה,2,0,0
WIN20,b,NITE,2,כבשה:עדר,כבשה היא אחד הפרטים שמרכיבים עדר,ענף:עץ,ענף הוא חלק המסתעף מגזע העץ,שולחן:ריהוט,"שולחן הוא סוג של רהיט, ריהוט הוא שם כולל לכל הרהיטים בבית",קטר:רכבת,קטר הוא הקרון הראשון ברכבת,נגן:תזמורת,נגן הוא אחד מהפרטים שמרכיבים תזמורת,4,0,0
WIN20,b,NITE,3,להלשין:לדווח,להלשין פירושו לדווח על משהו בהקשר שלילי,להקשיב:לשמוע,להקשיב למשהו פירושו לשמוע אותו בתשומת לב,לקחת:לקבל,לקחת פירושו לקבל משהו באופן אקטיבי,להשמיץ:להחמיא,"להשמיץ מישהו פירושו לדבר בגנותו, להחמיא למישהו פירושו לדבר בשבחו",להפקיר:להשאיר,להפקיר פירושו להשאיר משהו בהקשר שלילי,4,0,0
WIN20,b,NITE,4,לקלף:קליפה,לקלף זה להסיר את הקליפה מדבר מה,לאבק:אבק,לאבק זה להסיר את האבק מדבר מה,להשריש:שורש,להשריש זה לטפל בשתיל כדי שיצמיח שורש,לסייד:סיד,לסייד זה לצבוע משהו בסיד,למחוק:מחק,ניתן למחוק דבר מה באמצעות מחק,1,0,0
WIN20,b,NITE,5,חטוטרת:גיבן,גיבן הוא אדם בעל חטוטרת,קול:זמר,זמר הוא אדם שמתפרנס באמצעות הקול שלו,מחלה:חולני,חולני הוא אדם שמפתח מחלה לעיתים קרובות,פשע:עבריין,עבריין הוא אדם שביצע פשע,אמונה:מאמין,מאמין הוא אדם בעל אמונה,4,1,0
WIN20,b,NITE,6,קצרה ידו מהושיע:עזר,"מי שקצרה ידו מהושיע לא עזר, כי לא הייתה לו היכולת",ידו לא הייתה משגת:רכש,"מי שידו לא הייתה משגת לא רכש, כי לא הייתה לו היכולת",לא הייתה לו יד בדבר:השתתף,"מי שידו לא הייתה משגת לא רכש, כי לא הייתה לו היכולת",לא טמן ידו בצלחת:פעל,"מי שלא טמן ידו בצלחת, פעל כדי שדבר מה יצא לפועל",העלה חרס בידו:ניסה,"מי שהעלה חרס בידו, ניסה לעשות דבר מה ונכשל",1,0,1
16-Apr,a,NITE,1,אורווה:סייח,"אורווה היא המבנה שבו מתגורר הסייח, צאצא של הסוס",מחלבה:עגל,"מחלבה היא המקום בו האדם מפיק תוצר מהפרה, שהצאצא שלה הוא עגל",שובך:יונה,שובך הוא המקום בו מתגוררת היונה,לול:אפרוח,"לול הוא המבנה בו גר האפרוח, צאצא התרנגולת",מרעה:טלה,"מרעה הוא המקום בו מסתובב הטלה, צאצא של הכבשה",3,0,0
16-Apr,a,NITE,2,משוט:עוגן,העוגן יכול למנוע את הפעולה שהמשוט יוצר,עיפרון:מחדד,המחדד דרוש כדי שהעיפרון יעבוד,מזלג:סכין,מזלג וסכין שניהם כלי אכילה,מכונית:בלם,בלם משמש כדי לעצור את תנועתה של המכונית,ידית:מנעול,מנעול יכול למנוע את הפעולה שהידית יוצרת,4,0,0
16-Apr,a,NITE,3,אטלס:מפות,אטלס הינו ספר המאגד ומציג מפות,רומן:דמויות,רומן הינו ספר שמופיעות בו דמויות,יומן:פגישות,יומן הינו ספר שבו כותבים הערות לגבי פגישות,שיחון:שפות,שיחון הוא ספר בו מופיעים משפטים משפות שונות,לקסיקון:ערכים,לקסיקון הנו ספר שמאגד בתוכו ערכים ומציגם,4,0,0
16-Apr,a,NITE,4,דומם:קול,דומם הינו דבר מה הקורה ללא קול,לאלתר:עיכוב,מה שקורה לאלתר קורה ללא עיכוב,אליבא:סימוכין,"אליבא הוא מונח שמשמעותו ""על פי, על סמך"", כאשר סימוכין הם על פי משהו",בדיעבד:זמן,מה שקורה בדיעבד קורה לאחר זמן מה,בפרהסיה:פומביות,מה שקורה בפרהסיה קורה בפומביות,1,1,0
16-Apr,a,NITE,5,נעור:ער,נעור הוא מי שנהיה ער בעצמו,הרגיז:כועס,הרגיז הוא מי שהפך אחר לכועס,הבשיל:בוסר,מה שהבשיל הפסיק להיות בוסר,שימח:עצוב,שימח הוא מי שהפך אחר ללא עצוב,חלה:חולה,חלה הוא מי שנהיה חולה בעצמו,4,1,0
16-Apr,a,NITE,6,ניגף:מנצח,אדם ניגף כאשר מישהו אחר מנצח אותו,מתפשט:מלביש,מי שמתפשט לא עושה זאת כאשר מישהו אחר מלביש אותו,מופתע:מפתיע,אדם מופתע כאשר מישהו אחר מפתיע אותו,מושמע:מאזין,כאשר דבר מה מושמע יכול להיות שמישהו מאזין לו,נפסל:פסול,נפסל הוא דבר מה שהפך לפסול,2,1,0
16-Apr,b,NITE,1,אופה:אכילה,אופה הוא מי שמייצר דבר שניתן לאכילה,מנתח:הרדמה,מנתח משתמש בהרדמה לפני שהוא מתחיל בעבודתו,סופר:קריאה,שסופר מייצר דבר שניתן לקריאה,גנן:השקיה,גנן משתמש בהשקיה כדי לעזור לו בעבודתו,שוטר:אכיפה,שוטר אחראי לבצע אכיפה,2,0,0
16-Apr,b,NITE,2,עתיקות:אתר ארכאולוגי,באתר ארכיאולוגי מחפשים עתיקות,זהב:מטיל זהב,מטיל זהב עשוי מזהב,יין:מרתף יין,במרתף יין מאכסנים יין,נפט:באר נפט,בבאר נפט מחפשים נפט,קמח:טחנת קמח,בטחנת קמח מפיקים קמח,3,0,0
16-Apr,b,NITE,3,בשבע עיניים:תשומת לב,בחינת דבר מסוים בשבע עיניים אומרת שבוחנים אותו בתשומת לב רבה,בעין חדה:מבט,להביט בדבר מסויים בעין חדה זה לתת בו מבט מעמיק,כהרף עין:זמן,כהרף עין זה בפרק זמן קצר,בעיניים כלות:ציפייה,לחכות למשהו בעיניים כלות משמעותו לחכות לו בציפייה רבה,למראית עין:רושם,למראית עין זה בפרק זמן קצר,3,0,1
16-Apr,b,NITE,4,נמכר:בעלים,דבר שנמכר החליף בעלים,כונס:קהל,כאשר מכנסים (כונס בהטיית גוף וזמן) מספר אנשים הם נהפכים לקהל,הוזז:מקום,דבר שהוזז החליף מקום,צולם:תמונה,דבר שצולם הופיע בתמונה,שופץ:פגם,דבר ששופץ הוא דבר שתוקן הפגם שהיה בו,2,0,0
16-Apr,b,NITE,5,התחוור:סתום,דבר שהתחוור כבר אינו סתום,התרופף:הדוק,דבר שהתרופף כבר אינו הדוק,השתובב:רציני,מי שהשתובב לא בהכרח היה רציני מלכתחילה,התגנב:רטוב,אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,התמלא:גדוש,דבר שהתמלא הפך לגדוש,1,0,0
16-Apr,b,NITE,6,קרב אגרוף:תגרה,קרב אגרוף הוא תגרה מאורגנת,מדורה:שרפה,מדורה היא שרפה מאורגנת,חימום:הרתחה,הרתחה היא חימום של נוזל,הפסד:מפלה,מפלה היא הפסד נחרץ,מחלה:מגפה,מגפה היא מחלה מדבקת שפוגעת במספר גדול של אנשים,1,1,0
16-Feb,a,NITE,1,נפילה:מעקה,מעקה נועד למנוע נפילה ולהגן מפניה,מחלה:חיידק,חיידק הוא יצור שמפיץ מחלה,מחלה:רופא,"רופא מטפל במחלה של אדם, ולא מונע אותה",מחלה:תרופה,תרופה היא אמצעי לריפוי מחלה,מחלה:חיסון,חיסון נועד למנוע מחלה ולהגן מפניה,4,0,0
16-Feb,a,NITE,2,התכתבות:מכתב,התכתבות היא החלפת מכתבים בין אנשים,שאיפה:אוויר,שאיפה היא שאיבת אוויר,הוצאה לאור:ספר,הוצאה לאור היא הדפסה ופרסום של דברי דפוס למשל ספר,ויכוח:הסכמה,ויכוח הוא מצב של החלפת דברים בין אנשים בעניין שאין בינהם הסכמה לגביו,דו-שיח:אמירה,דו-שיח הוא החלפת אמירות בין אנשים,4,0,0
16-Feb,a,NITE,3,מכולה:מזוודה,מכולה היא כלי קיבול גדול בהשוואה למזוודה,קמע:מזל,קמע הוא חפץ שיש המאמינים שמביא מזל,זרקור:פנס,זרקור הוא אמצעי תאורה גדול בהשוואה לפנס,נול:אריג,בעזרת נול ניתן לייצר אריג,בגד:קולב,בגד ניתן לתלות על קולב,2,0,0
16-Feb,a,NITE,4,קיווה:התאכזב,אדם שהתאכזב ממצב מסויים לא קיווה לו,רגז:התכעס,התכעס הוא מי שרגז,חסך:התבזבז,התבזבז הוא דבר שאיש לא חסך אותו,חזה:הופתע,אדם שהופתע ממצב מסויים לא חזה אותו,בחר:התלבט,התלבט הוא מי שחכך בדעתו לגבי עניין מסויים עד שבחר,3,0,0
